OrderID,OrderDate,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,CustomerID,Region,InventoryAtStart,ReorderPoint,LeadTimeDays,SupplierID,Revenue,DiscountAmount,NetRevenue,Cost,Profit,ProfitMargin,Year,Month,MonthName,Week,DayOfWeek,Quarter
O27,2024-04-01,P1028,FAS-FOO-1028,Fashion,Footwear,12,858.36,0.05,C575,West,238,43,16,S12,10300.32,515.016,9785.304,6180.191999999999,3605.112000000001,0.36842105263157904,2024,4,Apr,14,Monday,2
O28,2024-04-01,P1016,HOM-COO-1016,Home & Kitchen,Cookware,4,1354.19,0.0,C1773,West,348,33,6,S13,5416.76,0.0,5416.76,3250.056,2166.704,0.4,2024,4,Apr,14,Monday,2
O29,2024-04-01,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3275.72,0.2,C820,North,332,59,8,S14,3275.72,655.144,2620.576,1965.4319999999998,655.1440000000002,0.2500000000000001,2024,4,Apr,14,Monday,2
O30,2024-04-01,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,815.11,0.0,C5383,West,408,27,11,S5,815.11,0.0,815.11,489.066,326.04400000000004,0.4,2024,4,Apr,14,Monday,2
O31,2024-04-01,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,2,6007.7,0.0,C4920,West,310,77,11,S9,12015.4,0.0,12015.4,7209.24,4806.16,0.4,2024,4,Apr,14,Monday,2
O32,2024-04-01,P1033,BEA-HAI-1033,Beauty,Haircare,1,7598.66,0.1,C1432,West,426,60,15,S8,7598.66,759.866,6838.794,4559.196,2279.598,0.3333333333333333,2024,4,Apr,14,Monday,2
O33,2024-04-01,P1042,SPO-FIT-1042,Sports,Fitness Equipment,1,1277.51,0.0,C4185,West,262,50,4,S11,1277.51,0.0,1277.51,766.506,511.004,0.4,2024,4,Apr,14,Monday,2
O34,2024-04-01,P1030,BEA-SKI-1030,Beauty,Skincare,8,5373.58,0.0,C3781,West,240,61,11,S8,42988.64,0.0,42988.64,25793.183999999997,17195.456000000002,0.4000000000000001,2024,4,Apr,14,Monday,2
O35,2024-04-01,P1032,BEA-SKI-1032,Beauty,Skincare,1,926.09,0.0,C3552,West,240,31,5,S6,926.09,0.0,926.09,555.654,370.43600000000004,0.4,2024,4,Apr,14,Monday,2
O36,2024-04-01,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,3,7926.69,0.0,C3819,East,232,76,19,S7,23780.07,0.0,23780.07,14268.041999999998,9512.028000000002,0.4000000000000001,2024,4,Apr,14,Monday,2
O37,2024-04-01,P1040,SPO-FIT-1040,Sports,Fitness Equipment,2,5068.17,0.0,C5841,North,84,21,4,S10,10136.34,0.0,10136.34,6081.804,4054.536,0.4,2024,4,Apr,14,Monday,2
O38,2024-04-01,P1039,BEA-HAI-1039,Beauty,Haircare,4,3601.86,0.0,C1829,South,461,17,14,S5,14407.44,0.0,14407.44,8644.464,5762.976000000001,0.4,2024,4,Apr,14,Monday,2
O39,2024-04-01,P1036,BEA-SKI-1036,Beauty,Skincare,11,7139.41,0.0,C5771,West,266,51,11,S2,78533.51,0.0,78533.51,47120.106,31413.403999999995,0.39999999999999997,2024,4,Apr,14,Monday,2
O40,2024-04-01,P1013,HOM-COO-1013,Home & Kitchen,Cookware,6,3455.3,0.0,C5319,West,414,18,17,S3,20731.800000000003,0.0,20731.800000000003,12439.079999999998,8292.720000000005,0.4000000000000002,2024,4,Apr,14,Monday,2
O41,2024-04-01,P1029,FAS-MEN-1029,Fashion,Men's Apparel,2,1493.3,0.0,C5417,West,27,60,12,S14,2986.6,0.0,2986.6,1791.9599999999998,1194.64,0.4,2024,4,Apr,14,Monday,2
O42,2024-04-01,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,813.14,0.0,C5140,South,260,77,11,S5,813.14,0.0,813.14,487.88399999999996,325.25600000000003,0.4,2024,4,Apr,14,Monday,2
O43,2024-04-01,P1031,BEA-HAI-1031,Beauty,Haircare,5,2426.94,0.0,C4050,East,120,45,14,S11,12134.7,0.0,12134.7,7280.82,4853.880000000001,0.4000000000000001,2024,4,Apr,14,Monday,2
O44,2024-04-01,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,6,6546.45,0.0,C983,North,421,64,10,S9,39278.7,0.0,39278.7,23567.22,15711.479999999996,0.3999999999999999,2024,4,Apr,14,Monday,2
O45,2024-04-01,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,2,6886.94,0.0,C5645,North,41,27,10,S9,13773.88,0.0,13773.88,8264.328,5509.552,0.4,2024,4,Apr,14,Monday,2
O46,2024-04-01,P1026,FAS-MEN-1026,Fashion,Men's Apparel,3,6531.37,0.0,C1753,East,286,57,14,S15,19594.11,0.0,19594.11,11756.465999999999,7837.644000000002,0.4000000000000001,2024,4,Apr,14,Monday,2
O47,2024-04-01,P1023,FAS-MEN-1023,Fashion,Men's Apparel,2,1881.17,0.0,C5288,West,182,36,10,S5,3762.34,0.0,3762.34,2257.404,1504.9360000000001,0.4,2024,4,Apr,14,Monday,2
O48,2024-04-01,P1023,FAS-MEN-1023,Fashion,Men's Apparel,7,1799.74,0.0,C2896,South,499,74,10,S5,12598.18,0.0,12598.18,7558.908,5039.272,0.39999999999999997,2024,4,Apr,14,Monday,2
O49,2024-04-01,P1017,HOM-STO-1017,Home & Kitchen,Storage,4,6305.18,0.15,C2522,East,167,51,14,S12,25220.72,3783.108,21437.612,15132.432,6305.18,0.29411764705882354,2024,4,Apr,14,Monday,2
O50,2024-04-01,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3265.44,0.05,C44,Central,405,55,8,S14,3265.44,163.27200000000002,3102.168,1959.264,1142.9040000000002,0.368421052631579,2024,4,Apr,14,Monday,2
O51,2024-04-01,P1033,BEA-HAI-1033,Beauty,Haircare,1,7447.75,0.15,C1709,West,482,44,15,S8,7447.75,1117.1625,6330.5875,4468.65,1861.9375,0.29411764705882354,2024,4,Apr,14,Monday,2
O52,2024-04-01,P1030,BEA-SKI-1030,Beauty,Skincare,11,5787.48,0.0,C5201,South,440,79,11,S8,63662.28,0.0,63662.28,38197.367999999995,25464.912000000004,0.4000000000000001,2024,4,Apr,14,Monday,2
O53,2024-04-01,P1023,FAS-MEN-1023,Fashion,Men's Apparel,4,1930.36,0.0,C1597,West,463,30,10,S5,7721.44,0.0,7721.44,4632.864,3088.576,0.4,2024,4,Apr,14,Monday,2
O54,2024-04-01,P1005,ELE-WEA-1005,Electronics,Wearables,9,4580.93,0.0,C222,West,233,15,4,S14,41228.37,0.0,41228.37,24737.022,16491.348,0.4,2024,4,Apr,14,Monday,2
O55,2024-04-01,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3190.54,0.0,C4199,East,449,31,8,S14,3190.54,0.0,3190.54,1914.3239999999998,1276.2160000000001,0.4,2024,4,Apr,14,Monday,2
O56,2024-04-01,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,4,6468.53,0.0,C1426,West,435,27,10,S9,25874.12,0.0,25874.12,15524.471999999998,10349.648000000001,0.4000000000000001,2024,4,Apr,14,Monday,2
O57,2024-04-01,P1035,BEA-HAI-1035,Beauty,Haircare,1,3818.92,0.05,C3202,South,499,65,7,S12,3818.92,190.94600000000003,3627.974,2291.352,1336.6220000000003,0.36842105263157904,2024,4,Apr,14,Monday,2
O58,2024-04-01,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,4,6550.9,0.0,C2448,South,185,23,11,S9,26203.6,0.0,26203.6,15722.159999999998,10481.44,0.4,2024,4,Apr,14,Monday,2
O59,2024-04-01,P1014,HOM-STO-1014,Home & Kitchen,Storage,1,2509.3,0.0,C1811,East,237,72,17,S12,2509.3,0.0,2509.3,1505.5800000000002,1003.72,0.39999999999999997,2024,4,Apr,14,Monday,2
O60,2024-04-01,P1020,FAS-MEN-1020,Fashion,Men's Apparel,4,3771.91,0.1,C2060,South,447,74,13,S13,15087.64,1508.7640000000001,13578.876,9052.583999999999,4526.292000000001,0.3333333333333334,2024,4,Apr,14,Monday,2
O61,2024-04-01,P1047,SPO-OUT-1047,Sports,Outdoor Gear,4,7381.65,0.0,C1065,West,94,15,13,S3,29526.6,0.0,29526.6,17715.96,11810.64,0.4,2024,4,Apr,14,Monday,2
O62,2024-04-01,P1023,FAS-MEN-1023,Fashion,Men's Apparel,6,1949.19,0.1,C1700,West,245,27,10,S5,11695.14,1169.514,10525.626,7017.083999999999,3508.5420000000013,0.3333333333333334,2024,4,Apr,14,Monday,2
O63,2024-04-01,P1036,BEA-SKI-1036,Beauty,Skincare,7,6952.86,0.15,C1762,North,39,52,11,S2,48670.02,7300.503,41369.517,29202.011999999995,12167.505000000005,0.29411764705882365,2024,4,Apr,14,Monday,2
O64,2024-04-01,P1034,BEA-SKI-1034,Beauty,Skincare,3,7669.96,0.0,C394,North,450,60,17,S4,23009.88,0.0,23009.88,13805.928,9203.952000000001,0.4,2024,4,Apr,14,Monday,2
O65,2024-04-01,P1022,FAS-FOO-1022,Fashion,Footwear,2,2442.7,0.0,C1740,West,73,25,3,S10,4885.4,0.0,4885.4,2931.24,1954.1599999999999,0.4,2024,4,Apr,14,Monday,2
O66,2024-04-01,P1011,HOM-STO-1011,Home & Kitchen,Storage,3,3994.33,0.05,C8,North,129,35,6,S12,11982.99,599.1495,11383.8405,7189.794,4194.0465,0.368421052631579,2024,4,Apr,14,Monday,2
O67,2024-04-01,P1040,SPO-FIT-1040,Sports,Fitness Equipment,3,5495.56,0.0,C2896,South,43,71,4,S10,16486.68,0.0,16486.68,9892.008000000002,6594.671999999999,0.3999999999999999,2024,4,Apr,14,Monday,2
O68,2024-04-01,P1020,FAS-MEN-1020,Fashion,Men's Apparel,1,4036.83,0.0,C4270,North,467,27,13,S13,4036.83,0.0,4036.83,2422.098,1614.732,0.4,2024,4,Apr,14,Monday,2
O69,2024-04-01,P1047,SPO-OUT-1047,Sports,Outdoor Gear,1,7605.34,0.0,C2854,East,135,29,13,S3,7605.34,0.0,7605.34,4563.204,3042.1360000000004,0.4,2024,4,Apr,14,Monday,2
O70,2024-04-01,P1029,FAS-MEN-1029,Fashion,Men's Apparel,1,1475.29,0.1,C3542,North,450,65,12,S14,1475.29,147.529,1327.761,885.174,442.587,0.3333333333333333,2024,4,Apr,14,Monday,2
O71,2024-04-01,P1030,BEA-SKI-1030,Beauty,Skincare,12,5393.72,0.0,C5172,South,34,39,11,S8,64724.64,0.0,64724.64,38834.784,25889.856,0.4,2024,4,Apr,14,Monday,2
O72,2024-04-01,P1041,SPO-OUT-1041,Sports,Outdoor Gear,4,529.51,0.1,C115,North,392,24,11,S3,2118.04,211.804,1906.2359999999999,1270.8239999999998,635.412,0.33333333333333337,2024,4,Apr,14,Monday,2
O73,2024-04-01,P1016,HOM-COO-1016,Home & Kitchen,Cookware,4,1353.68,0.0,C3467,North,300,52,6,S13,5414.72,0.0,5414.72,3248.832,2165.8880000000004,0.4000000000000001,2024,4,Apr,14,Monday,2
O74,2024-04-01,P1027,FAS-WOM-1027,Fashion,Women's Apparel,4,6414.94,0.0,C5384,East,488,69,6,S5,25659.76,0.0,25659.76,15395.855999999998,10263.904,0.4,2024,4,Apr,14,Monday,2
O75,2024-04-01,P1038,BEA-SKI-1038,Beauty,Skincare,6,7003.82,0.0,C3196,East,368,32,16,S1,42022.92,0.0,42022.92,25213.751999999997,16809.168,0.4000000000000001,2024,4,Apr,14,Monday,2
O76,2024-04-01,P1011,HOM-STO-1011,Home & Kitchen,Storage,3,3870.35,0.05,C4551,South,470,21,6,S12,11611.05,580.5525,11030.4975,6966.63,4063.8674999999994,0.3684210526315789,2024,4,Apr,14,Monday,2
O77,2024-04-01,P1019,HOM-COO-1019,Home & Kitchen,Cookware,3,1248.93,0.2,C4092,West,115,78,5,S4,3746.79,749.3580000000001,2997.432,2248.074,749.3579999999997,0.24999999999999992,2024,4,Apr,14,Monday,2
O78,2024-04-01,P1028,FAS-FOO-1028,Fashion,Footwear,11,935.36,0.15,C5476,West,261,21,16,S12,10288.960000000001,1543.344,8745.616000000002,6173.376,2572.2400000000016,0.29411764705882365,2024,4,Apr,14,Monday,2
O79,2024-04-01,P1023,FAS-MEN-1023,Fashion,Men's Apparel,2,1850.74,0.2,C4830,West,365,55,10,S5,3701.48,740.296,2961.184,2220.888,740.2960000000003,0.25000000000000006,2024,4,Apr,14,Monday,2
O80,2024-04-01,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5192.52,0.0,C2368,South,24,54,12,S9,5192.52,0.0,5192.52,3115.512,2077.0080000000003,0.4,2024,4,Apr,14,Monday,2
O81,2024-04-01,P1034,BEA-SKI-1034,Beauty,Skincare,3,7473.34,0.0,C1994,East,98,18,17,S4,22420.02,0.0,22420.02,13452.011999999999,8968.008000000002,0.4000000000000001,2024,4,Apr,14,Monday,2
O82,2024-04-01,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,2,6869.69,0.05,C2037,North,249,28,10,S9,13739.38,686.969,13052.411,8243.627999999999,4808.783000000001,0.36842105263157904,2024,4,Apr,14,Monday,2
O83,2024-04-01,P1024,FAS-WOM-1024,Fashion,Women's Apparel,1,2018.34,0.0,C2729,North,144,15,4,S13,2018.34,0.0,2018.34,1211.004,807.336,0.4,2024,4,Apr,14,Monday,2
O84,2024-04-01,P1019,HOM-COO-1019,Home & Kitchen,Cookware,3,1263.94,0.0,C2889,West,164,71,5,S4,3791.82,0.0,3791.82,2275.092,1516.728,0.4,2024,4,Apr,14,Monday,2
O85,2024-04-01,P1003,ELE-AUD-1003,Electronics,Audio,5,3108.58,0.0,C2551,West,66,63,19,S3,15542.9,0.0,15542.9,9325.74,6217.16,0.4,2024,4,Apr,14,Monday,2
O86,2024-04-01,P1006,ELE-AUD-1006,Electronics,Audio,1,4952.82,0.0,C3701,West,199,52,16,S3,4952.82,0.0,4952.82,2971.6919999999996,1981.1280000000002,0.4000000000000001,2024,4,Apr,14,Monday,2
O87,2024-04-01,P1005,ELE-WEA-1005,Electronics,Wearables,10,4682.57,0.0,C3707,South,106,18,4,S14,46825.7,0.0,46825.7,28095.42,18730.28,0.4,2024,4,Apr,14,Monday,2
O88,2024-04-01,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3335.54,0.05,C2700,West,378,37,8,S14,3335.54,166.77700000000002,3168.763,2001.3239999999998,1167.439,0.368421052631579,2024,4,Apr,14,Monday,2
O89,2024-04-01,P1017,HOM-STO-1017,Home & Kitchen,Storage,10,6104.62,0.0,C2159,Central,80,20,14,S12,61046.2,0.0,61046.2,36627.72,24418.479999999996,0.39999999999999997,2024,4,Apr,14,Monday,2
O90,2024-04-01,P1020,FAS-MEN-1020,Fashion,Men's Apparel,3,3692.47,0.0,C2893,North,95,74,13,S13,11077.41,0.0,11077.41,6646.446,4430.964,0.4,2024,4,Apr,14,Monday,2
O91,2024-04-01,P1008,ELE-WEA-1008,Electronics,Wearables,1,1712.17,0.0,C5826,East,212,57,11,S6,1712.17,0.0,1712.17,1027.302,684.8680000000002,0.4000000000000001,2024,4,Apr,14,Monday,2
O92,2024-04-01,P1046,SPO-FIT-1046,Sports,Fitness Equipment,3,880.85,0.0,C1124,South,288,18,11,S5,2642.55,0.0,2642.55,1585.53,1057.0200000000002,0.4000000000000001,2024,4,Apr,14,Monday,2
O93,2024-04-01,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3261.87,0.05,C325,West,380,68,8,S14,3261.87,163.0935,3098.7765,1957.1219999999998,1141.6545,0.368421052631579,2024,4,Apr,14,Monday,2
O94,2024-04-01,P1024,FAS-WOM-1024,Fashion,Women's Apparel,2,2124.62,0.0,C1272,South,441,19,4,S13,4249.24,0.0,4249.24,2549.544,1699.696,0.4,2024,4,Apr,14,Monday,2
O95,2024-04-01,P1009,ELE-AUD-1009,Electronics,Audio,8,1417.45,0.0,C438,Central,246,49,15,S12,11339.6,0.0,11339.6,6803.76,4535.84,0.4,2024,4,Apr,14,Monday,2
O96,2024-04-01,P1037,BEA-HAI-1037,Beauty,Haircare,11,2551.89,0.15,C2057,West,209,41,13,S13,28070.789999999997,4210.6185,23860.171499999997,16842.474,7017.697499999998,0.2941176470588235,2024,4,Apr,14,Monday,2
O97,2024-04-01,P1045,SPO-OUT-1045,Sports,Outdoor Gear,10,7796.15,0.05,C4399,North,338,72,11,S7,77961.5,3898.0750000000003,74063.425,46776.899999999994,27286.52500000001,0.36842105263157904,2024,4,Apr,14,Monday,2
O98,2024-04-01,P1043,SPO-OUT-1043,Sports,Outdoor Gear,3,1473.9,0.05,C1960,North,387,24,19,S5,4421.700000000001,221.08500000000004,4200.615000000001,2653.02,1547.5950000000007,0.36842105263157904,2024,4,Apr,14,Monday,2
O99,2024-04-01,P1002,ELE-WEA-1002,Electronics,Wearables,1,6591.09,0.05,C4450,East,117,50,5,S8,6591.09,329.5545,6261.5355,3954.654,2306.8815,0.3684210526315789,2024,4,Apr,14,Monday,2
O100,2024-04-01,P1027,FAS-WOM-1027,Fashion,Women's Apparel,5,6483.65,0.2,C4209,East,281,16,6,S5,32418.25,6483.650000000001,25934.6,19450.949999999997,6483.6500000000015,0.25000000000000006,2024,4,Apr,14,Monday,2
O101,2024-04-01,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,6,6283.29,0.0,C2657,South,323,67,11,S9,37699.74,0.0,37699.74,22619.843999999997,15079.896,0.4,2024,4,Apr,14,Monday,2
O102,2024-04-01,P1024,FAS-WOM-1024,Fashion,Women's Apparel,6,2015.91,0.0,C1466,North,310,56,4,S13,12095.460000000001,0.0,12095.460000000001,7257.276,4838.184000000001,0.4000000000000001,2024,4,Apr,14,Monday,2
O103,2024-04-01,P1035,BEA-HAI-1035,Beauty,Haircare,2,3600.86,0.0,C3945,West,411,52,7,S12,7201.72,0.0,7201.72,4321.032,2880.688,0.4,2024,4,Apr,14,Monday,2
O104,2024-04-01,P1047,SPO-OUT-1047,Sports,Outdoor Gear,1,7738.63,0.0,C1007,West,132,23,13,S3,7738.63,0.0,7738.63,4643.178,3095.452,0.4,2024,4,Apr,14,Monday,2
O105,2024-04-01,P1013,HOM-COO-1013,Home & Kitchen,Cookware,2,3498.81,0.2,C5676,South,93,41,17,S3,6997.62,1399.5240000000001,5598.096,4198.572,1399.5239999999994,0.24999999999999992,2024,4,Apr,14,Monday,2
O106,2024-04-01,P1047,SPO-OUT-1047,Sports,Outdoor Gear,3,7342.68,0.05,C3719,West,127,58,13,S3,22028.04,1101.402,20926.638,13216.824,7709.8139999999985,0.36842105263157887,2024,4,Apr,14,Monday,2
O107,2024-04-01,P1025,FAS-FOO-1025,Fashion,Footwear,2,2503.02,0.0,C1462,East,260,66,14,S7,5006.04,0.0,5006.04,3003.624,2002.4160000000002,0.4,2024,4,Apr,14,Monday,2
O108,2024-04-01,P1010,HOM-COO-1010,Home & Kitchen,Cookware,3,8115.83,0.05,C3917,South,162,44,8,S7,24347.489999999998,1217.3745,23130.1155,14608.493999999999,8521.621500000001,0.368421052631579,2024,4,Apr,14,Monday,2
O109,2024-04-01,P1005,ELE-WEA-1005,Electronics,Wearables,10,4521.8,0.1,C1332,North,448,52,4,S14,45218.0,4521.8,40696.2,27130.8,13565.399999999998,0.3333333333333333,2024,4,Apr,14,Monday,2
O110,2024-04-01,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5168.23,0.0,C5275,North,264,18,12,S9,5168.23,0.0,5168.23,3100.9379999999996,2067.292,0.4,2024,4,Apr,14,Monday,2
O111,2024-04-01,P1041,SPO-OUT-1041,Sports,Outdoor Gear,1,539.0,0.0,C593,East,36,63,11,S3,539.0,0.0,539.0,323.4,215.60000000000002,0.4,2024,4,Apr,14,Monday,2
O112,2024-04-01,P1022,FAS-FOO-1022,Fashion,Footwear,1,2653.88,0.1,C4939,East,238,68,3,S10,2653.88,265.38800000000003,2388.492,1592.328,796.1640000000002,0.33333333333333337,2024,4,Apr,14,Monday,2
O113,2024-04-01,P1043,SPO-OUT-1043,Sports,Outdoor Gear,1,1493.5,0.05,C1964,South,381,50,19,S5,1493.5,74.675,1418.825,896.1,522.725,0.3684210526315789,2024,4,Apr,14,Monday,2
O114,2024-04-01,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,2,6783.97,0.0,C4502,North,384,20,10,S9,13567.94,0.0,13567.94,8140.764,5427.176,0.4,2024,4,Apr,14,Monday,2
O115,2024-04-01,P1009,ELE-AUD-1009,Electronics,Audio,9,1470.21,0.1,C5735,North,438,55,15,S12,13231.89,1323.189,11908.701,7939.134,3969.566999999999,0.33333333333333326,2024,4,Apr,14,Monday,2
O116,2024-04-01,P1027,FAS-WOM-1027,Fashion,Women's Apparel,4,6687.25,0.1,C1325,North,274,18,6,S5,26749.0,2674.9,24074.1,16049.4,8024.699999999999,0.3333333333333333,2024,4,Apr,14,Monday,2
O117,2024-04-01,P1000,ELE-AUD-1000,Electronics,Audio,1,3593.78,0.0,C1552,West,383,37,18,S7,3593.78,0.0,3593.78,2156.268,1437.5120000000002,0.4,2024,4,Apr,14,Monday,2
O118,2024-04-01,P1002,ELE-WEA-1002,Electronics,Wearables,1,6214.01,0.0,C3368,East,326,58,5,S8,6214.01,0.0,6214.01,3728.406,2485.6040000000003,0.4,2024,4,Apr,14,Monday,2
O119,2024-04-01,P1003,ELE-AUD-1003,Electronics,Audio,1,3214.21,0.0,C4642,North,330,69,19,S3,3214.21,0.0,3214.21,1928.5259999999998,1285.6840000000002,0.4000000000000001,2024,4,Apr,14,Monday,2
